Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat,Prix_connu
449,Tracteur MAN TGX 18.460,688562.0,2017-10-31,Gazoil,MAN,500 Globetrotter,FRANCE,,INTERNATIONAL STRATEGE SARL,SeineMaritime,7.56,19.0,4x2,460.0,Occasion,False
V7370,Tracteur Renault C-Series,634038.0,,Gazoil,Renault,460 DXI,FRANCE,,FAURIE USED TRUCKS,Corrèze,7.47,19.0,4x2,460.0,Occasion,False
FE935JV,Tracteur Volvo FMX 450,330356.0,2011-01-10,Gazoil,Volvo,460,FRANCE,,DPL 21,Côted'Or,7.94,19.0,6x4,480.0,Occasion - Accidenté,False
ED863FT,Tracteur MAN TGS 33.440,376322.0,2014-02-10,Gazoil,MAN,480,FRANCE,,DPL 21,Côted'Or,7.72,19.0,4x2,480.0,Occasion - Accidenté,False
DW424LB,Tracteur MAN TGX 18.510,937000.0,2021-05-05,Gazoil,MAN,450 DXI,FRANCE,,Garage POULALION,SeineetMarne,7.79,18.0,4x2,410.0,Occasion,False
BH722GD,Tracteur Mercedes Actros 1845,635000.0,2015-11-02,Gazoil,Mercedes,1843,FRANCE,,Garage POULALION,SeineetMarne,10.8,18.0,4x2,510.0,Occasion,False
77ON64,Tracteur Renault PR SREM PREMIUM 450 dxi,750000.0,2007-09-05,Gazoil,Renault,540,FRANCE,,Garage POULALION,SeineetMarne,7.7,19.0,4x2,730.0,Occasion,False
DV825RA,Tracteur Scania,586000.0,2009-10-01,Gazoil,Scania,480,FRANCE,,RFCN,Marne,7.42,26.0,4x2,450.0,Occasion,False
EF016SZ,Tracteur DAF XF105 510,873000.0,2015-03-11,Gazoil,DAF,500,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.34,19.0,4x2,34.0,Occasion,False
2604,Tracteur Volvo FH 500,230450.0,2020-06-04,Gazoil,Volvo,440,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.74,19.0,4x2,480.0,Occasion,False
BR 793 RG,Tracteur Mercedes Actros 1843,618000.0,2014-01-20,Gazoil,Mercedes,480,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,19.0,19.0,4x2,612.0,Occasion,False
196 BED 34,Tracteur Renault T-Series 460 Gamme T,960000.0,2019-03-07,Gazoil,Renault,AD 380 T 38,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,19.0,19.0,4x2,480.0,Occasion,False
CK 352 QZ,Tracteur Mercedes Actros 1845,835000.0,2016-06-21,Gazoil,Mercedes,420,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,5.89,19.0,4x2,500.0,Occasion,False
GJ 597 KJ,Tracteur Scania,713000.0,2017-05-09,Gazoil,Scania,440,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.5,19.0,4x2,479.0,Occasion,False
DBL51,Tracteur MAN TGX 18.440,839000.0,2015-10-26,Gazoil,MAN,750,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.32,19.0,6x4,479.0,Occasion,False
220779,Tracteur Volvo FH 480,496868.0,2007-01-09,Gazoil,Volvo,460,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.66,44.0,4x2,500.0,Occasion,False
FC772YC,Tracteur Volvo FMX 460,482717.0,2016-03-21,Gazoil,Volvo,480.19 DTI 13,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.03,44.0,4x2,479.0,Occasion,False
195-24,Tracteur DAF XF460,714000.0,2015-02-09,Gazoil,DAF,480,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.88,19.0,4x2,500.0,Occasion,False
GN818,Tracteur Renault Premium 410 DXI,733000.0,2007-02-06,Gazoil,Renault,460,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,9.55,19.0,4x2,470.0,Occasion,False
FX248,Tracteur Iveco Eurotrakker 720E42,862000.0,1998-08-08,Gazoil,Iveco,420,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.26,19.0,4x2,470.0,Occasion,False
71827,Tracteur MAN TGS 18.460,423000.0,2017-04-14,Gazoil,MAN,450,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,19.0,19.0,4x2,500.0,Occasion,False
71832,Tracteur Renault 440 Gamme T,362600.0,2015-10-09,Gazoil,Renault,480,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.17,44.0,4x2,479.0,Occasion,False
71841,Tracteur Scania R 480,349700.0,2007-02-06,Gazoil,Scania,460,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.0,18.0,4x2,479.0,Occasion,False
71597,Tracteur Mercedes Actros 1845,782514.0,2014-04-08,Gazoil,Mercedes,420 DCI,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.0,18.0,4x2,479.0,Occasion,False
71831,Tracteur Mercedes Arocs 1842,539809.0,2015-09-11,Gazoil,Mercedes,450,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.0,26.0,4x2,479.0,Occasion,False
71836,Tracteur Mercedes Arocs 2042,1427696.0,2016-10-03,Gazoil,Mercedes,530,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.84,44.0,4x2,479.0,Occasion,False
E65754,Tracteur produits dangereux / adr Scania G 420,850000.0,2011-07-20,Gazoil,Scania,660,FRANCE,,AVIE SARL,Rhône,8197.0,44.0,4x2,479.0,Occasion,False
E65428,Tracteur MAN,600000.0,2007-04-19,Gazoil,MAN,500,FRANCE,,AVIE SARL,Rhône,7.83,19.0,4x2,530.0,Occasion,False
1734047,Tracteur Volvo FH12 420,125000.0,2002-11-19,Gazoil,Volvo,580,FRANCE,,AVIE SARL,Rhône,25.0,0.0,4x2,500.0,Occasion,False
71931,Tracteur Scania R 500,1.0,2022-09-14,Gazoil,Scania,460,FRANCE,,AVIE SARL,Rhône,7.82,0.01,4x2,449.0,Occasion,False
vs_20241031.06,Ensemble routier porte engins MAN TGA 33.480,367187.0,2007-11-06,Gazoil,MAN,33.530,FRANCE,,MGM SARL,PyrénéesOrientales,7.79,18.0,4x2,482.0,Occasion,False
vs_20240830.04,Tracteur produits dangereux / adr Renault T-Series,376198.0,2020-01-16,Gazoil,Renault,480 DXI,FRANCE,,Renault Trucks France – centre occasion Lyon,Rhône,9380.0,19.0,4x2,482.0,Occasion,False
vs_20240909.09,Tracteur Renault T-Series,411477.0,2022-09-01,Gazoil,Renault,18.470,FRANCE,,Renault Trucks France – centre occasion Lyon,Rhône,14.6,18.0,4x2,482.0,Occasion,False
vs_20240909.16,Tracteur Renault T-Series,817870.0,2022-11-29,Gazoil,Renault,1844,FRANCE,,Renault Trucks France – centre occasion Lyon,Rhône,7.95,18.0,4x2,530.0,Occasion,False
vs_20240909.12,Tracteur Renault T-Series,559816.0,2022-08-01,Gazoil,Renault,480,FRANCE,,Renault Trucks France – centre occasion Lyon,Rhône,7.91,18.0,4x2,448.0,Occasion,False
vs_20240909.06,Tracteur Volvo FH13 460,279105.0,2023-08-02,Gazoil,Volvo,500,FRANCE,,VOLVO TRUCK CENTER ILE DE FRANCE MASSY,Essonne,8.06,44.0,4x2,530.0,Occasion,False
1253159053,Tracteur Volvo FH13 I SAVE 500,369889.0,2023-02-01,Gazoil,Volvo,480,FRANCE,,VOLVO TRUCK CENTER ILE DE FRANCE MASSY,Essonne,8.17,44.0,4x2,482.0,Occasion,False
GC948,Tracteur DAF XF NGD 480,102000.0,2022-07-20,Gazoil,DAF,460,FRANCE,,Groupe Poids Lourds Synergies et France Poids Lourds,Vienne,7.24,19.0,4x2,530.0,Occasion,False
GG031,Tracteur DAF XF 480 FT,395000.0,2021-10-27,Gazoil,DAF,18.510,FRANCE,,Groupe Poids Lourds Synergies et France Poids Lourds,Vienne,10.0,19.0,4x2,482.0,Occasion,False
GF729,Tracteur DAF XF 480 FT,210532.0,2022-11-10,Gazoil,DAF,18.400,FRANCE,,Groupe Poids Lourds Synergies et France Poids Lourds,Vienne,6863.0,18.0,4x2,500.0,Occasion,False
XLRTEM4300G366682,Tracteur DAF XF NGD 480,430000.0,2022-10-13,Gazoil,DAF,500,FRANCE,,Groupe Poids Lourds Synergies et France Poids Lourds,Vienne,7.65,19.0,4x2,480.0,Occasion,False
XLRTEH4300G343411,Tracteur DAF XG 450 FT,492000.0,2025-10-31,Gazoil,DAF,I SAVE 500,FRANCE,,Groupe Poids Lourds Synergies et France Poids Lourds,Vienne,7.56,18.0,4x2,480.0,Occasion,False
XLRTEH4300G389721,Tracteur Mercedes Actros 1848 LS 4X2,800000.0,2023-09-21,Gazoil,Mercedes,660,FRANCE,,MERCEDES-BENZ GROUPE CHOPARD ETOILE 21 VI,Côted'Or,7.3,18.0,4x2,460.0,Occasion,False
XLRTEF5300G436660,Tracteur Renault C-Series 520,50000.0,2017-06-29,Gazoil,Renault,1843,FRANCE,,BADA VI,Rhône,8.09,19.0,4x2,460.0,Occasion,False
XLRTEH4300G354784,Tracteur Mercedes Actros 1848,341175.0,2017-05-05,Gazoil,Mercedes,480,FRANCE,,BADA VI,Rhône,9.27,19.0,4x2,450.0,Occasion,False
1675953,Tracteur Mercedes Actros 1848,753141.0,2017-05-05,Gazoil,Mercedes,480,FRANCE,,BADA VI,Rhône,8.63,19.0,4x2,480.0,Occasion,False
"1359, 1360, 1361",Tracteur Scania R 500 V8,417278.0,2008-08-20,Gazoil,Scania,650,FRANCE,,GARAGE TONON,Moselle,7.6,19.0,4x2,480.0,Occasion,False
1492597,Tracteur Volvo FH 500 AERO TC,194095.0,2025-01-14,Gazoil,Volvo,18.480 XLX,FRANCE,,VOLVO TRUCK CENTER NORD PICARDIE R,PasdeCalais,8.15,19.0,4x2,460.0,Occasion,False
234,Tracteur MAN TGX 18.480,389000.0,2015-12-17,Gazoil,MAN,440,FRANCE,,VVO MAN - Truck Services,Vaucluse,15.7,19.0,4x2,450.0,Occasion,False
ST1353170153,Tracteur produits dangereux / adr MAN TGX TGX 18.500 4X2 BLS,924000.0,2019-02-01,Gazoil,MAN,530,FRANCE,,MAN TopUsed Center Nord,Nord,7.92,19.0,4x2,480.0,Occasion,False
71475,Tracteur produits dangereux / adr MAN TGX TGX 18.520 4x2 BL SA,264437.0,2023-08-01,Gazoil,MAN,620,FRANCE,,MAN TopUsed Center Sud-Ouest,HauteGaronne,10.6,19.0,4x2,480.0,Occasion,False
465,Tracteur Volvo FH 500 I-SAVE TC GLOBE,559313.0,2024-02-12,Gazoil,Volvo,1845 LS,FRANCE,,VOLVO TRUCK CENTER LANGUEDOC,HauteGaronne,7.99,19.0,4x2,510.0,Occasion,False
290,Tracteur MAN TGX 18.460,300500.0,2017-11-27,Gazoil,MAN,T470,FRANCE,,INTERNATIONAL STRATEGE SARL,SeineMaritime,8.15,19.0,4x4,510.0,Occasion,False
213,Tracteur Renault T-Series 460,433000.0,2017-06-01,Gazoil,Renault,18.500,FRANCE,,INTERNATIONAL STRATEGE SARL,SeineMaritime,7.89,44.0,4x2,410.0,Occasion,False
1701366,Tracteur Renault Magnum 400,9999.0,2004-10-19,Gazoil,Renault,460 Globetrotter,FRANCE,,TIL IMPORT EXPORT,Aveyron,8.0,19.0,4x2,480.0,Occasion,False
1662967,Tracteur MAN TGX 18.510 GM 4H4 HYDRODRIVE,671311.0,2023-04-24,Gazoil,MAN,380 DXI,FRANCE,,SAREVI,Mayenne,9.27,40.0,4x2,480.0,Occasion,False
1728705,Tracteur MAN TGX 18.470 GM,801256.0,2022-02-28,Gazoil,MAN,480 FT,FRANCE,,SAREVI,Mayenne,19.5,33.0,4x2,480.0,Occasion,False
GG204GC,Tracteur DAF XF105 PR SREM hydraulique FT,300.0,2012-04-13,Gazoil,DAF,AS 440 S 48 TP,FRANCE,,Garage POULALION,SeineetMarne,7.9,19.0,4x2,480.0,Occasion,False
CP941QW,Tracteur Iveco PR SRREM GRUE PALFINGER PK 23002,585000.0,2006-05-19,Gazoil,Iveco,380,FRANCE,,Garage POULALION,SeineetMarne,8.0,19.0,4x2,480.0,Occasion,False
DP546SB,Tracteur produits dangereux / adr MAN TGX GROUPE HYDRAULIQUE AFHYMAT 18.500 4X2,777434.0,2018-07-17,Gazoil,MAN,480.19 DTI 13,FRANCE,,Garage POULALION,SeineetMarne,8.0,44.25,6x2,34.0,Occasion,False
AV345WL,Tracteur DAF neuf 480 MX-13 XF FT 4X2 Hydraulique,677654.0,,Gazoil,DAF,480,FRANCE,,Garage POULALION,SeineetMarne,8.0,18.0,4x2,500.0,Neuf,False
CQ892VQ,Tracteur MAN TGX intarder 18.460 4X2 BLS L.2007,513482.0,2017-11-10,Gazoil,MAN,460,FRANCE,,Garage POULALION,SeineetMarne,7.66,18.0,4x2,480.0,Occasion,False
DK893XK,Tracteur Volvo FH 440,749357.0,2008-03-12,Gazoil,Volvo,1848,FRANCE,,AVIE SARL,Rhône,7.6,19.0,4x2,500.0,Occasion,False
BT461SX,Tracteur DAF XF 460,630331.0,2008-08-01,Gazoil,DAF,500,FRANCE,,AVIE SARL,Rhône,7.9,19.0,4x2,440.0,Occasion,False
2166,Tracteur Mercedes Actros 1843,228844.0,2015-05-05,Gazoil,Mercedes,480,FRANCE,,AVIE SARL,Rhône,7.71,19.0,4x2,530.0,Occasion,False
V6316,Tracteur Scania R 450 High/line,268138.0,2018-10-04,Gazoil,Scania,500,FRANCE,,AVIE SARL,Rhône,7240.0,19.0,4x2,469.0,Occasion,False
70501,Tracteur produits dangereux / adr Renault T-Series 460,375000.0,2016-04-15,Gazoil,Renault,410 DXI,FRANCE,,AVIE SARL,Rhône,7.71,19.0,4x2,469.0,Occasion,False
375004,Tracteur DAF XF105 460,150000.0,2008-12-30,Gazoil,DAF,410 DXI,FRANCE,,AVIE SARL,Rhône,7.02,19.0,4x2,469.0,Occasion,False
DBL42,Tracteur MAN TGX 18.510 XLX,1220000.0,2022-07-01,Gazoil,MAN,500,FRANCE,,DBVI,HauteMarne,8.0,19.0,4x2,500.0,Occasion,False
FW-760-ZH,Tracteur DAF XF 106 460 SSC,637051.0,2016-06-16,Gazoil,DAF,FT 460,FRANCE,,BKR SERVICE,Paris,7.69,18.0,4x2,450.0,Occasion,False
GJ-930-AH,Tracteur Renault T-Series 480 T-Series,210000.0,2020-01-23,Gazoil,Renault,26.580,FRANCE,,DPL 21,Côted'Or,8.0,19.0,4x2,500.0,Occasion - Accidenté,False
GF-188-BC,Tracteur Iveco Stralis 440 S 46,776542.0,2021-09-20,Gazoil,Iveco,460,FRANCE,,DPL 21,Côted'Or,8.0,19.0,4x2,510.0,Occasion - Accidenté,False
71928,Tracteur Renault T-Series 520 T-Series,799467.0,2019-06-18,Gazoil,Renault,480,FRANCE,,DPL 21,Côted'Or,7.58,20.5,4x2,480.0,Occasion - Accidenté,False
71926,Tracteur Iveco X-WAY 480,151900.0,2023-09-28,Gazoil,Iveco,480,FRANCE,,DPL 21,Côted'Or,7.38,19.0,4x2,440.0,Occasion - Accidenté,False
0624457,Tracteur Volvo FH 460,385131.0,2020-10-16,Gazoil,Volvo,500,FRANCE,,J Trucks,Yvelines,7.38,44.0,4x2,480.0,Occasion,False
0226149,Tracteur convoi exceptionnel Mercedes Arocs,418000.0,2020-08-31,Gazoil,Mercedes,460,FRANCE,,RFCN,Marne,7.66,19.0,4x2,500.0,Occasion,False
1225951,Tracteur Renault C-Series 430 C-Series,394000.0,2018-07-23,Gazoil,Renault,18.510,FRANCE,,LE BRIS SA,IlleetVilaine,7.41,19.0,4x2,480.0,Occasion,False
1637739,Tracteur Renault 420 PREMIUM DCi,346000.0,2005-08-24,Gazoil,Renault,620,FRANCE,,LE BRIS SA,IlleetVilaine,7.33,19.0,4x2,450.0,Occasion,False
GG545,Tracteur Mercedes Actros 1845,448693.0,2013-01-09,Gazoil,Mercedes,480,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.36,18.0,4x2,460.0,Occasion,False
VOR25019,Tracteur DAF XF105 460,374609.0,2015-03-11,Gazoil,DAF,440,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.33,18.0,4x2,482.0,Occasion,False
HB-729-WW,Tracteur Renault Premium 430 DXI,760387.0,2010-06-20,Gazoil,Renault,480 T4X2 E6,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.48,18.0,4x2,530.0,Occasion,False
71267,Tracteur DAF XF105 460,318226.0,2013-02-14,Gazoil,DAF,480 T4X2 E6,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.0,18.0,4x2,482.0,Occasion,False
71266,Tracteur Mercedes Actros 1845,493698.0,2016-02-11,Gazoil,Mercedes,480 T4X2 E6,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.0,18.0,4x2,482.0,Occasion,False
71290,Tracteur Renault 460 Gamme T,190000.0,2014-10-13,Gazoil,Renault,480,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,8.0,18.0,4x2,448.0,Occasion,False
P226,Tracteur Volvo FMX 450,557000.0,2011-09-08,Gazoil,Volvo,480 T4X2 E6,FRANCE,,GUAINVILLE INTERNATIONAL,Yvelines,7.54,19.0,4x2,500.0,Occasion,False
A4697DA5-AB91-408A-B173-870919CBD4C4,Tracteur Volvo FH 460 Globetrotter,437754.0,2023-12-12,Gazoil,Volvo,460,FRANCE,,GROUPE ARROUZE,PyrénéesAtlantiques,8.0,19.0,4x2,480.0,Occasion,False
XLRTEF5300G424227,Tracteur produits dangereux / adr Renault T-Series,680000.0,2022-06-01,Gazoil,Renault,440,FRANCE,,Renault Trucks France – centre occasion Lyon,Rhône,7.13,26.0,6x4,380.0,Occasion,False
XLRTEH4300G378756,Tracteur Scania S 500,364000.0,2020-01-02,Gazoil,Scania,460,FRANCE,,FRANCK CASSE,HauteGaronne,8.3,18.0,4x2,480.0,Occasion,False
733N,Tracteur MAN TGX 18.510 GM HYDRODRIVE 4H4,477201.0,2023-03-23,Gazoil,MAN,510,FRANCE,,SAREVI,Mayenne,8.84,18.0,4x2,500.0,Occasion,False
0001798592,Tracteur Mercedes Actros 1845,525340.0,2012-07-27,Gazoil,Mercedes,460 Globetrotter,FRANCE,,L.S.V.I.,MaineetLoire,13.0,19.0,4x2,480.0,Occasion,False
405966,Tracteur MAN TGS 18.480,452000.0,2012-08-06,Gazoil,MAN,490,FRANCE,,L.S.V.I.,MaineetLoire,7337.0,19.0,4x2,440.0,Occasion,False
S50V545444I4915,Tracteur DAF XF 480,662106.0,2020-11-12,Gazoil,DAF,1845 L,FRANCE,,Garage CIRON DAF,Mayenne,9.58,18.0,4x2,430.0,Occasion,False
3720 LG,Tracteur DAF XF XF,563901.0,2021-02-05,Gazoil,DAF,520 T4X2 E6,FRANCE,,Garage CIRON DAF,Mayenne,10.26,19.0,4x2,510.0,Occasion,False
3274 LG,Tracteur DAF XF XF,283939.0,2020-09-22,Gazoil,DAF,480,FRANCE,,Garage CIRON DAF,Mayenne,8.15,19.0,4x2,480.0,Occasion,False
DD02,Tracteur DAF XF XF,294000.0,2020-05-22,Gazoil,DAF,480,FRANCE,,Garage CIRON DAF,Mayenne,8.51,19.0,4x2,480.0,Occasion,False
DAF XF480 - 2020 - 650.000 km,Tracteur DAF XF 450,404000.0,2021-01-25,Gazoil,DAF,480,FRANCE,,Garage CIRON DAF,Mayenne,7.67,19.0,4x2,460.0,Occasion,False
230168,Tracteur DAF 480 XF,438700.0,2022-08-19,Gazoil,DAF,460 T4X2 E6,FRANCE,,Garage CIRON DAF,Mayenne,7.32,19.5,4x2,370.0,Occasion,False
131,Tracteur DAF XF 480,782826.0,2022-03-07,Gazoil,DAF,480 T4X2 E6,FRANCE,,Garage CIRON DAF,Mayenne,7.98,19.5,4x2,450.0,Occasion,False
vs_20240912.04,Tracteur Renault T-Series,220000.0,2019-06-12,Gazoil,Renault,520 T4X2 E6,FRANCE,,FAURIE USED TRUCKS,Corrèze,7.41,19.0,4x2,460.0,Occasion,False
GF-854,Tracteur Ford Trucks F-MAX 500,728000.0,2024-04-11,Gazoil,Ford Trucks,480,FRANCE,,BOURGOGNE TRUCKS,Côted'Or,7.81,19.0,4x2,380.0,Occasion,False
DW-247,Tracteur Ford Trucks F-MAX 500,668000.0,2023-02-03,Gazoil,Ford Trucks,520,FRANCE,,BOURGOGNE TRUCKS,Côted'Or,13.45,19.0,4x2,460.0,Occasion,False
EE888PY,Tracteur DAF XF 530,677293.0,2022-01-21,Gazoil,DAF,520 T4X2 E6,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,7.94,19.0,4x2,400.0,Occasion - Accidenté,False
CZ626GM,Tracteur Scania R 500,694389.0,2023-05-02,Gazoil,Scania,480,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,8.94,19.0,4x2,480.0,Occasion - Accidenté,False
CT871EY,Tracteur DAF XG New generation 480,753083.0,2023-02-28,Gazoil,DAF,480 T4X2 E6,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,9.16,19.0,4x2,480.0,Occasion - Accidenté,False
DS503XJ,Tracteur Volvo FH 500,519523.0,2022-07-15,GNL,Volvo,480,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,7.59,19.0,4x2,480.0,Occasion - Accidenté,False
AX628YS,Tracteur Scania S 540,401374.0,2022-06-23,Gazoil,Scania,480,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,9.3,25.0,4x2,480.0,Occasion - Accidenté,False
DV265RW,Tracteur DAF XG 480,134834.0,2023-12-26,GNL,DAF,480 T4X2 E6,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,7.89,19.0,4x2,480.0,Occasion - Accidenté,False
DQ558KY,Tracteur Scania R 500,335664.0,2023-05-02,Gazoil,Scania,520 T4X2 E6,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,8.28,19.0,4x2,430.0,Occasion - Accidenté,False
CV117DQ,Tracteur Scania R 500,1003428.0,2021-03-26,Gazoil,Scania,500,FRANCE,,MONTOY POIDS LOURDS SAS,Moselle,7.07,19.0,4x2,540.0,Occasion - Accidenté,False
BD2E06DD-A6BD-30D2-A5D7-10172D745D08,Tracteur produits dangereux / adr DAF XF 480 FT,505940.0,2019-07-22,Gazoil,DAF,1843,FRANCE,,CIAPE,Rhône,8.42,18.0,4x2,460.0,Occasion,False
15928,Tracteur Mercedes Actros 1843,313400.0,2015-09-23,Gazoil,Mercedes,420 High Line,FRANCE,,VOLTERAM SARL,IndreetLoire,12.16,19.0,4x2,480.0,Occasion,False
DZ 303 CR,Tracteur Volvo FH16 750,88800.0,2021-07-09,Gazoil,Volvo,114L380,FRANCE,,VOLVO TRUCK CENTER ATLANTIQUE,LoireAtlantique,8.34,19.0,4x2,470.0,Occasion,False
962 BDB 35,Tracteur Renault T-Series 480,1220000.0,2015-04-29,Gazoil,Renault,460,FRANCE,,BADA VI,Rhône,7.78,92.0,4x2,480.0,Occasion,False
437653,Tracteur Renault T-High,1471.0,2021-01-13,Gazoil,Renault,33.540,FRANCE,,CHAUMONT POIDS LOURDS,HauteMarne,7.61,19.0,4x2,480.0,Occasion,False
0196af2e-e593-7787-b10c-475ee2db2dbf,Tracteur Renault T-Series,283711.0,2020-12-17,Gazoil,Renault,1846,FRANCE,,FAURIE USED TRUCKS,Corrèze,8.83,19.0,4x2,490.0,Occasion,False
01977df4-e9cb-7948-95f6-581f6c1e4d01,Tracteur Renault T-Series,271870.0,2019-07-17,Gazoil,Renault,500 Globetrotter,FRANCE,,FAURIE USED TRUCKS,Corrèze,8.07,33.0,4x2,560.0,Occasion,False
FC3055,Tracteur Scania R 560,322943.0,2014-01-27,Gazoil,Scania,660,FRANCE,,BAB BV,PuydeDôme,7.98,18.0,4x2,420.0,Occasion,False
FC3138,Tracteur MAN TGX 18.500,347824.0,2018-11-06,Gazoil,MAN,500,FRANCE,,VPLO,Vendée,7.61,18.0,4x2,510.0,Occasion,False
FC3167,Tracteur Volvo FH 500 I-SAVE TC GLOBE,785000.0,2023-08-18,Gazoil,Volvo,500,FRANCE,,VOLVO TRUCK CENTER LANGUEDOC,HauteGaronne,7.44,19.0,4x2,500.0,Occasion,False
FC3169,Tracteur Volvo FH 500 I-SAVE TC GLOBE,322100.0,2023-08-17,Gazoil,Volvo,500,FRANCE,,VOLVO TRUCK CENTER LANGUEDOC,HauteGaronne,7.57,19.0,4x2,440.0,Occasion,False
GC-742-DS,Tracteur Volvo F6 FH FH460 I-SAVE TC GLOBE,216361.0,2023-08-01,Gazoil,Volvo,540,FRANCE,,VOLVO TRUCK CENTER LANGUEDOC,HauteGaronne,3.58,19.0,4x2,460.0,Occasion,False
DR871SE,Tracteur Volvo FH 500 I-SAVE TC GLOBE,339208.0,2023-06-13,Gazoil,Volvo,480 SSC,FRANCE,,VOLVO TRUCK CENTER LANGUEDOC,HauteGaronne,8.34,19.0,4x2,480.0,Occasion,False
DD830KY,Tracteur Volvo F6 FH FH460 I-SAVE TC GLOBE,535941.0,2023-07-17,Gazoil,Volvo,490,FRANCE,,VOLVO TRUCK CENTER LANGUEDOC,HauteGaronne,10.36,19.0,4x2,480.0,Occasion,False
1827,Tracteur Volvo FH FH FH460 TC ISAVE,584570.0,2023-06-02,Gazoil,Volvo,18.480 XXL,FRANCE,,VOLVO TRUCK CENTER LANGUEDOC,HauteGaronne,8.11,44.0,4x2,520.0,Occasion,False
1938,Tracteur Mercedes Actros 1845,289005.0,2014-05-20,Gazoil,Mercedes,18.500,FRANCE,,BADA VI,Rhône,8.55,18.0,4x2,580.0,Occasion,False
330924,Tracteur MAN TGX TGX 18.470 4x2 BL SA,762000.0,2022-01-01,Gazoil,MAN,620,FRANCE,,MAN TopUsed Center Sud-Est,BouchesduRhône,8.39,19.0,8x4,440.0,Occasion,False
XLRTEH4300G294997,Tracteur convoi exceptionnel Scania R 164R580,519405.0,2016-10-07,Gazoil,Scania,480,FRANCE,,LOISEL TPTS,IlleetVilaine,8.08,19.0,4x2,440.0,Occasion,False
XLRTEM4300G338877,Tracteur Renault T-Series 480.19 DTI 13,190000.0,2020-12-12,Gazoil,Renault,18.640,FRANCE,,imexint sas,Rhône,8.57,19.0,4x2,420.0,Occasion,False
E000458,Tracteur MAN TGA 18.480,243805.0,2005-05-19,Gazoil,MAN,NP400,FRANCE,,DBA EXPORT,Allier,7.91,19.0,4x2,455.0,Occasion,False
26-0051,Tracteur Mercedes Actros 1853 LS,659000.0,2018-06-21,Gazoil,Mercedes,460,FRANCE,,Locagers Sàrl,Gers,7.55,19.0,4x2,440.0,Occasion,False
vs_20240830.03,Tracteur Renault Kerax 460 DXI,418329.0,2012-11-21,Gazoil,Renault,450 DXi,FRANCE,,SOMOSER,HauteGaronne,7.58,18.0,4x2,479.0,Occasion,False
HESS_11,Tracteur Mercedes neuf Actros 1848 LS,538710.0,,Gazoil,Mercedes,1845 LS,FRANCE,,SVI,Ain,9.0,19.0,4x2,450.0,Neuf,False
HESS_09,Tracteur produits dangereux / adr Renault T-Series,557342.0,2019-11-07,Gazoil,Renault,450,FRANCE,,TRUCKS SOLUTIONS OCCASION,Drôme,7.83,19.0,4x2,450.0,Occasion,False
N°2503,Tracteur produits dangereux / adr Renault C cab 2.3,382000.0,2021-03-29,Gazoil,Renault,340,FRANCE,,ROUEN TRUCKS NORMANDIE,SeineMaritime,8604.0,19.0,4x2,520.0,Occasion,False
70703,Tracteur Renault T-Series 460 T-Series,1422128.0,2018-12-06,Gazoil,Renault,530,FRANCE,,DPL 21,Côted'Or,6.4,19.0,6x6,420.0,Occasion - Accidenté,False
68709,Tracteur Renault Premium 370 DCI,999000.0,2005-11-24,Gazoil,Renault,480 T4X2 E6,FRANCE,,DPL 21,Côted'Or,14.53,19.0,6x4,460.0,Occasion - Accidenté,False
